objectid,parentid,title,description,item information,postcard_type,creator,date,subject,location,publisher,publisher location,source,date is approximate,rights,rightsstatement,original_format,type,format,language,latitude,longitude,filename,identifier,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
nwpostcards957,nwpostcards956,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_03_09a.jpg,pg_9_03_09a,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_03_09a.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_03_09a_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_03_09a_th.jpg,,
nwpostcards958,nwpostcards956,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_03_09a_b.jpg,pg_9_03_09a_b,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_03_09a_b.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_03_09a_b_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_03_09a_b_th.jpg,,
nwpostcards968,,"Lobby and office, Hotel Victoria, Spokane, Washington.","Postcard of the Hotel Victoria in Spokane, Washington.",,picture postcard,,1911,hotels (public accommodations); chairs; buildings; picture postcards,"Spokane, Washington",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, color postcard",Image;StillImage,image/jpeg,eng,47.657591,-117.42396,pg_9_03_04.jpg,pg_9_03_04,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_03_04.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_03_04_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_03_04_th.jpg,,
nwpostcards977,,"Murray Hotel, Murray, Idaho.","Postcard of a hotel in Murray, Idaho.",,photographic postcard,,1885,hotels (public accommodations); men; women; buildings; horse-drawn vehicles; photographic postcards,"Murray, Idaho",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,multiple,eng,47.626923,-115.857488,,,multiple,,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_03_08a_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_03_08a_th.jpg,,
nwpostcards978,nwpostcards977,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_03_08a.jpg,pg_9_03_08a,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_03_08a.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_03_08a_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_03_08a_th.jpg,,
nwpostcards979,nwpostcards977,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_03_08a_b.jpg,pg_9_03_08a_b,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_03_08a_b.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_03_08a_b_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_03_08a_b_th.jpg,,
nwpostcards1024,,Twin Falls-Jerome Bridge,"Postcard of the Twin Falls-Jerome Bridge which was replaced in 1976 by the Perrine Memorial Bridge near Twin Falls. | no. 570. Twin Falls - Jerome Bridge - rim to rim - Snake River Gorge, Idaho. Height 476 ft. highest in the world - 1400 ft. long.",,photographic postcard,,1920,cantilever bridges; bridges; rivers; canyons; photographic postcards,"Twin Falls, Idaho",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,multiple,eng,42.600704,-114.463685,,,multiple,,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_05_02b_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_05_02b_th.jpg,,
nwpostcards1025,nwpostcards1024,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_05_02b.jpg,pg_9_05_02b,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_05_02b.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_05_02b_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_05_02b_th.jpg,,
nwpostcards1026,nwpostcards1024,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_05_02b_b.jpg,pg_9_05_02b_b,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_05_02b_b.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_05_02b_b_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_05_02b_b_th.jpg,,
nwpostcards1040,,"Salmon River Highway U.S. 93. Below Salmon, Idaho","Postcard of the Salmon River Highway below Salmon, Idaho.",,photographic postcard,Wesley Andrews?,1920,rivers; trees; highways; mountains; photographic postcards,"Salmon, Idaho",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,multiple,eng,44.95259,-113.955445,,,multiple,,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_06_15a_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_06_15a_th.jpg,,
nwpostcards1041,nwpostcards1040,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_06_15a.jpg,pg_9_06_15a,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_06_15a.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_06_15a_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_06_15a_th.jpg,,
nwpostcards1042,nwpostcards1040,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_06_15a_b.jpg,pg_9_06_15a_b,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_06_15a_b.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_06_15a_b_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_06_15a_b_th.jpg,,
nwpostcards1043,,"Salmon River below Salmon, Idaho. Shows U.S. 93.","Postcard of Salmon River below Salmon, Idaho.",,photographic postcard,Wesley Andrews?,1920,rivers; trees; highways; mountains; bridges; photographic postcards,"Salmon, Idaho",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,multiple,eng,44.984653,-113.947892,,,multiple,,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_06_15b_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_06_15b_th.jpg,,
nwpostcards1044,nwpostcards1043,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_06_15b.jpg,pg_9_06_15b,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_06_15b.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_06_15b_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_06_15b_th.jpg,,
nwpostcards1045,nwpostcards1043,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_06_15b_b.jpg,pg_9_06_15b_b,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_06_15b_b.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_06_15b_b_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_06_15b_b_th.jpg,,
nwpostcards1110,,"[Cable] Ferry on Snake River, Idaho.",Postcard of a ferry crossing the Snake River in Idaho.,,photographic postcard,,1910,men; women; Equus caballus (species): horse-drawn vehicles; trees; buildings; ferries; photographic postcards,"Snake River, Idaho",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, color postcard",Image;StillImage,image/jpeg,eng,43.343064,-116.601616,pg_9_08_01.jpg,pg_9_08_01,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_08_01.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_08_01_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_08_01_th.jpg,,
nwpostcards1111,,"Steamboat, sternwheeler.","Postcard of a steamboat, presumably on the Snake River in Idaho.",,photographic postcard,,1910,steamboats; stern-wheelers; boats; rivers; mountains; photographic postcards,"Snake River, Idaho",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,multiple,eng,46.426972,-117.033591,,,multiple,,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_08_02_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_08_02_th.jpg,,
nwpostcards1112,nwpostcards1111,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_08_02.jpg,pg_9_08_02,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_08_02.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_08_02_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_08_02_th.jpg,,
nwpostcards1113,nwpostcards1111,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_08_02_b.jpg,pg_9_08_02_b,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_08_02_b.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_08_02_b_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_08_02_b_th.jpg,,
nwpostcards1124,,Tamarack-Custer Consolidated Mining Company.,Postcard of a mine belonging to the Tamarack-Custer Consolidated Mining Company.,,photographic postcard,,1920,mine buildings; mines (extracting complexes); trees; buildings; mountains; photographic postcards,"Burke, Idaho",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,47.529818,-115.828654,pg_9_09_05.jpg,pg_9_09_05,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_09_05.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_09_05_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_09_05_th.jpg,,
nwpostcards1130,,Bunker Hill and Sullivan Mill.,"Postcard of the Bunker Hill and Sullivan Mills near Kellogg, Idaho.",,picture postcard,,1909,smelters (metalworking plants); mine buildings; mines (extracting complexes); buildings; trees; mountains; picture postcards,"Kellogg, Idaho",Barnard's Studio,"Wallace, ID","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, color postcard",Image;StillImage,multiple,eng,47.536573,-116.137873,,,multiple,,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_09_07b_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_09_07b_th.jpg,,
nwpostcards1131,nwpostcards1130,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_09_07b.jpg,pg_9_09_07b,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_09_07b.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_09_07b_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_09_07b_th.jpg,,
nwpostcards1132,nwpostcards1130,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_09_07b_b.jpg,pg_9_09_07b_b,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_09_07b_b.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_09_07b_b_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_09_07b_b_th.jpg,,
nwpostcards1134,,"Smelting works owned by Empire Copper Company, Mackay, Idaho.","Postcard of a smelting mill in Mackay, Idaho.",,photographic postcard,,1920,smelters (metalworking plants); buildings; trees; mountains; photographic postcards,"Mackay, Idaho",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, color postcard",Image;StillImage,multiple,eng,43.909117,-113.618215,,,multiple,,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_09_08a_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_09_08a_th.jpg,,
nwpostcards1135,nwpostcards1134,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_09_08a.jpg,pg_9_09_08a,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_09_08a.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_09_08a_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_09_08a_th.jpg,,
nwpostcards1136,nwpostcards1134,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_09_08a_b.jpg,pg_9_09_08a_b,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_09_08a_b.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_09_08a_b_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_09_08a_b_th.jpg,,
nwpostcards1138,,"Snowstorm Mine, Mullan, Idaho.","Postcard of the Snowstorm Mine in Mullan, Idaho.",,picture postcard,Barnard's Studio,1910,mine buildings; mines (extracting complexes); buildings; trees; mountains; picture postcards,"Mullan, Idaho",Spokane Post Card Co.,"Spokane, WA","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, color postcard",Image;StillImage,multiple,eng,47.46805,-115.792172,,,multiple,,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_09_09a_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_09_09a_th.jpg,,
nwpostcards1139,nwpostcards1138,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_09_09a.jpg,pg_9_09_09a,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_09_09a.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_09_09a_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_09_09a_th.jpg,,
nwpostcards1140,nwpostcards1138,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_09_09a_b.jpg,pg_9_09_09a_b,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_09_09a_b.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_09_09a_b_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_09_09a_b_th.jpg,,
nwpostcards1144,,Success Mine and Mill.,"Postcard of the Success Mine and Mill near Wallace, Idaho.",,photographic postcard,Barnard's Studio,1910,smelters (metalworking plants); mine buildings; mines (extracting complexes); buildings; trees; mountains; photographic postcards,"Wallace, Idaho",Barnard's Studio,"Wallace, ID","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,multiple,eng,47.510795,-115.90071,,,multiple,,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_09_10a_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_09_10a_th.jpg,,
